serialno|hinc|rooms
6490533|104000|5
6490632|70400|7
6490784|60000|4
6490919|40000|6
6491009|54224|7
6491262|45300|3
6491475|21600|3
6491555|111980|7
6491969|57000|9
6491975|41900|9
6492021|75520|4
6492107|85000|8
6492168|107250|6
6492340|2700|4
6492489|40800|6
6492575|107340|8
6492812|23100|6
6493045|80200|8
6493274|68040|7
6493296|72000|6
6493364|61500|4
6493420|87900|6
6493567|37400|6
6493766|50000|6
6493912|24500|3
6494073|67600|9
6494637|26000|5
6494651|83900|9
6494695|46000|2
6494924|230000|9
6495123|45600|6
6495746|167200|8
6496308|42000|2
6496725|101000|6
6496922|10800|6
6497277|104960|8
6497607|162600|6
6498046|76020|5
6498087|24000|4
6498209|48000|6
6498243|78000|5
6498293|80100|6
6498356|223000|9
6498745|35000|6
6499060|198100|4
6499227|31000|6
6499707|56150|7
6499932|33000|7
6500016|61700|7
6500064|23500|6
6500135|12200|4
6500159|68000|3
6500173|21700|6
6501325|330950|7
6501335|63500|7
6501590|66120|7
6501637|43000|4
6501789|17900|7
6501863|110000|8
6502183|56000|5
6502239|340100|6
6502408|415000|8
6502484|14500|3
6502616|31800|8
6502679|48000|9
6502717|8000|6
6502727|61700|4
6502998|36000|4
6503008|7800|3
6503078|17600|2
6503321|330|3
6503474|23000|9
6503494|78500|3
6504000|205000|9
6504421|85800|8
6504795|12500|6
6504843|38900|4
6505090|40300|4
6505150|39000|6
6505174|37000|6
6505329|11800|6
6505530|119000|7
6505546|29000|4
6505845|82920|7
6505903|32800|3
6505955|85250|5
6505971|51300|6
6506020|47490|9
6506391|75000|6
6506580|8500|3
6506588|8000|2
6506989|67000|6
6507321|30700|9
6507383|49100|7
6507524|16000|2
6507638|41400|6
6508013|12000|5
6508072|85000|9
6508305|123200|3
6508317|60300|5
6508333|111720|7
6508423|25500|7
6508525|69000|4
6508608|130000|8
6508756|142400|6
6508829|448000|5
6509047|30300|8
6509072|163000|8
6509118|31300|7
6509204|18120|5
6509242|11600|5
6509337|39100|5
6509385|40000|5
6509849|125000|7
6510527|33000|4
6510820|88750|4
6511053|64200|5
6511130|55000|3
6511286|90000|5
6511324|60400|6
6511613|40000|4
6511624|113500|9
6511644|188000|9
6511826|4500|6
6512041|25700|4
6512310|325000|8
6512642|21000|9
6512674|47500|4
6512750|368500|4
6512921|12000|6
6512995|53900|5
6513081|22500|5
6513296|27400|5
6513543|15800|6
6513553|81400|7
6513663|364340|9
6513971|19100|2
6514019|92800|5
6514101|34000|8
6514230|15800|8
6514256|46200|5
6514384|135800|9
6514563|107400|9
6514657|14200|7
6514679|77200|2
6514902|11150|9
6514936|60000|6
6514985|20700|6
6515077|57100|8
6515738|99700|7
6515782|65500|7
6515890|10500|6
6515952|125000|8
6516113|57000|4
6516201|80000|8
6516230|33800|6
6516535|24000|4
6516738|90000|3
6516962|162800|8
6517033|106000|9
6517055|86800|5
6517527|226000|9
6517605|113500|9
6517729|75100|6
6517996|8000|2
6518033|29000|4
6518115|109400|8
6518123|23500|6
6518221|56000|7
6518300|111500|6
6518539|10100|7
6518683|32800|3
6518781|25000|4
6518846|60000|6
6518854|35500|4
6519119|85800|8
6519553|30000|2
6519840|42720|7
6519860|64040|4
6519958|35000|3
6520012|50600|9
6520281|37920|9
6520336|102500|6
6520562|192500|9
6520667|24400|6
6520727|43900|3
6521135|61920|8
6521197|32200|4
6521946|155000|5
6521986|42900|6
6522088|37000|4
6522169|11000|3
6522197|39180|6
6522488|48620|5
6522614|38590|6
6522657|6200|3
6522681|10230|6
6522906|28900|9
6523084|20700|4
6523088|1500|8
6523139|135700|7
6523717|84200|7
6523721|32100|7
6523757|90000|6
6523885|48000|7
6524068|43700|3
6524084|33500|6
6524110|52000|6
6524271|86000|7
6524542|90150|6
6524576|16200|5
6524578|10300|3
6524662|54000|6
6524992|90000|8
6525321|35750|5
6525375|29000|5
6525393|50000|9
6526239|30100|8
6526255|60490|7
6526295|4800|4
6526369|130000|8
6526628|92800|9
6526654|10000|2
6526666|41100|4
6526721|7000|5
6527094|30600|6
6527540|41800|7
6527773|33000|9
6528148|19200|2
6528248|22900|4
6528526|113800|7
6529435|63800|4
6529568|70000|8
6529764|14500|5
6529797|99170|5
6530124|9050|4
6530240|75000|7
6530280|34900|9
6530313|97600|6
6530559|110000|7
6530612|40040|5
6530814|103000|6
6530847|20000|2
6530877|26500|6
6531118|43200|3
6531306|52300|8
6531678|13000|6
6531748|16000|7
6531965|133000|6
6532140|4700|4
6532306|46000|6
6532328|62400|4
6532365|45000|6
6532417|24000|5
6532800|22300|3
6533037|60300|5
6533093|91600|6
6533374|102900|7
6533662|25000|4
6534069|7900|3
6534125|9600|4
6534162|41200|6
6534164|49000|5
6534344|36230|7
6534350|46000|5
6534485|43900|6
6534587|6000|5
6534656|69500|5
6534933|23000|3
6535037|21000|6
6535244|64000|4
6535549|27000|5
6535565|84000|5
6535595|20500|6
6535908|131200|7
6536075|24900|5
6536234|166900|8
6536434|50000|8
6536685|33500|6
6536693|87300|7
6536708|54100|9
6536746|15500|2
6536961|77900|9
6537155|6000|2
6537260|208600|8
6537262|60000|4
6537593|94110|5
6537643|217400|9
6537924|25090|7
6538115|75530|8
6538432|31000|7
6538450|106000|5
6538589|185400|8
6538695|61040|7
6538766|17960|5
6538970|23600|4
6539089|86600|6
6539101|85500|7
6539137|58250|9
6539217|322000|4
6539635|11500|5
6539669|29000|5
6540197|50000|6
6540739|53100|7
6541928|50000|4
6542157|21000|5
6542747|122300|5
6542817|63000|4
6542898|52800|4
6543080|30000|4
6543183|2500|3
6543241|20800|5
6543277|45000|5
6543297|47810|5
6543602|37990|4
6544060|153630|5
6544233|70000|6
6544608|7900|1
6544663|120500|8
6544723|17200|6
6544725|54634|7
6544871|94050|8
6545207|93000|6
6545257|16300|6
6545407|26050|5
6545723|39500|6
6545781|66000|7
6545827|120000|7
6546189|49040|5
6546215|49800|6
6546331|43000|4
6546434|15400|1
6546458|39500|8
6546532|31700|6
6546616|111800|4
6546693|119500|8
6546982|107000|7
6547020|346900|8
6547622|18800|5
6547873|51000|9
6548004|34000|8
6548104|50000|7
6548343|175000|9
6548562|40100|7
6548616|40450|5
6548891|96600|7
6548893|30000|9
6549158|48300|7
6549443|127700|7
6549740|7800|5
6549779|63000|5
6549781|20500|5
6549821|54140|7
6549983|34200|6
6550483|152000|7
6550582|13000|5
6550758|45700|7
6550827|30000|4
6551202|63500|5
6551780|25300|5
6551863|75400|7
6551965|102300|3
6552035|7800|1
6552212|107900|9
6552704|16200|4
6552800|58350|7
6553533|63400|4
6553535|59000|4
6554213|48500|8
6554847|450000|7
6554884|60000|7
6555157|30500|6
6555281|21200|7
6555301|34220|8
6555689|191100|9
6555719|328600|7
6556126|46300|6
6556359|324000|9
6556640|52020|9
6556851|23400|4
6557110|101100|8
6557339|54000|6
6557676|114140|7
6557759|59700|4
6557841|58720|5
6558016|112000|6
6558034|211500|9
6558124|13800|5
6558166|69400|4
6558255|79000|7
6558636|35000|3
6558829|92000|6
6559066|82000|7
6559086|15610|5
6559241|50600|7
6559337|157300|5
6559516|16500|3
6559979|106200|8
6560507|14400|5
6560752|32700|4
6561007|22000|6
6561130|17700|5
6561632|46620|1
6561736|12400|5
6561784|42000|6
6561801|30820|4
6562047|90200|8
6562208|31400|4
6562311|100300|7
6562626|12200|6
6562684|27800|6
6562833|108800|7
6562959|50860|7
6563001|75400|8
6563059|14000|6
6563280|11600|2
6563284|50600|5
6563288|350|3
6563555|3900|5
6563845|9300|5
6563961|41000|3
6564015|88000|7
6564043|27000|1
6564130|7800|3
6564433|18900|4
6564618|20230|4
6564871|22100|4
6565240|101300|4
6565244|52500|7
6565292|125150|4
6565425|32000|4
6565525|53000|5
6565955|119900|9
6565969|34500|4
6566071|50200|5
6566158|40700|4
6566308|25700|7
6566441|195000|7
6566457|77050|3
6566658|104100|9
6566720|96300|7
6566802|28500|4
6567077|19700|3
6567079|40000|2
6567117|70000|5
6567167|234500|8
6567182|7200|3
6567248|67400|5
6567445|27000|6
6567732|82000|6
6567900|63920|5
6568037|60100|4
6568091|51000|8
6568191|30500|6
6568330|83500|9
6568374|23000|5
6568539|32700|9
6568573|66600|9
6568816|28500|5
6568864|244800|6
6568902|108600|9
6568948|51200|7
6569175|3700|2
6569228|28700|7
6569430|16000|3
6569491|11400|4
6569619|45300|4
6569653|49000|8
6569687|50250|8
6569800|101930|6
6569924|14700|5
6570127|97200|5
6570167|49570|7
6570181|29500|4
6570193|283100|6
6570211|144700|6
6570513|11300|5
6570563|2100|6
6570603|76000|8
6570607|7600|3
6570800|107000|8
6570868|146450|8
6571029|111200|9
6571033|2400|5
6571043|97300|6
6571207|37000|6
6571209|29100|1
6571259|48750|6
6571541|47000|3
6572167|78000|7
6572306|13100|4
6572330|35000|8
6572370|43000|4
6572398|6000|6
6572440|60000|6
6572444|90000|4
6572745|8020|8
6572787|48000|6
6573022|6600|3
6573042|15100|4
6573185|83000|6
6573279|23000|7
6573836|101430|6
6574524|45000|5
6574617|129800|9
6574619|70000|7
6574729|89000|5
6575038|107880|3
6575163|86600|6
6575360|81300|8
6575918|41500|4
6575930|6300|4
6576446|78300|5
6576498|5000|5
6576506|72000|7
6576693|35000|1
6576819|41600|5
6576891|23800|6
6577004|40500|5
6577040|60000|4
6577658|298000|6
6577952|47300|9
6578185|1000|2
6578442|650|4
6578994|47000|6
6579311|88730|6
6579572|6400|5
6579686|4100|3
6579857|25600|4
6579861|43100|6
6579865|21300|3
6580006|33200|5
6580520|143100|8
6580544|97000|8
6581070|53600|3
6582106|21400|7
6582186|15500|4
6582196|36800|4
6582277|30600|4
6582337|93000|6
6582648|99200|4
6582656|96200|5
6583413|71000|6
6583469|24500|2
6583489|27680|5
6583730|180000|5
6583792|80100|9
6583835|109200|1
6583945|120500|4
6584051|88020|5
6584668|38000|4
6584893|10640|4
6585142|137100|9
6585561|47900|5
6586318|40600|7
6586507|41200|1
6586648|51360|7
6586660|89200|6
6586814|63100|7
6587009|69140|7
6587135|83010|5
6587172|62400|5
6587248|20000|5
6587411|300|2
6587417|255000|9
6587571|46800|9
6587882|47900|4
6588151|103000|6
6588328|1800|5
6588890|11940|2
6588981|13300|6
6588983|53340|5
6589043|76820|7
6589089|143000|9
6589434|104100|7
6589613|110000|4
6589898|9600|3
6589997|20100|3
6590075|15300|4
6590479|95000|5
6590565|107300|8
6590677|16000|5
6590826|66600|5
6590938|11100|6
6591087|64000|2
6591221|120000|8
6591354|71300|6
6591776|87500|7
6591906|67400|6
6592003|5400|3
6592276|16000|5
6592396|66330|4
6592402|118000|7
6592685|97200|7
6592693|16200|6
6592721|22000|2
6592864|24900|6
6593051|67050|8
6593083|25020|3
6593167|42100|5
6593175|24000|6
6593253|20100|8
6593273|70000|7
6593476|36000|3
6593639|47000|8
6593737|119400|6
6593789|30600|4
6593836|13000|3
6594004|93200|5
6594075|13000|3
6594227|82700|5
6594629|65100|5
6595235|98000|8
6595257|17300|7
6595346|38600|7
6595982|115000|9
6596020|49050|8
6596024|14700|6
6596107|4800|7
6596155|60000|7
6596462|99400|6
6596681|4100|7
6596693|40000|3
6597410|66000|6
6598046|50000|9
6598104|62940|9
6598353|45700|6
6598584|84000|5
6598673|45600|4
6598693|17000|5
6598956|82080|6
6599142|8700|8
6599281|118000|5
6599365|4000|8
6599397|8300|3
6599484|61120|6
6599564|65000|4
6599707|66600|6
6599847|12900|2
6599978|97400|6
6600223|19700|4
6600331|142600|6
6600486|55500|6
6600552|14160|4
6600626|43100|4
6600873|62000|4
6600899|53100|9
6600935|182300|7
6601016|8900|3
6601271|123610|5
6601281|131400|7
6601345|97500|6
6601560|35650|8
6601562|101100|7
6601779|84000|6
6601897|146300|5
6602004|47300|4
6602136|4200|4
6602180|22500|2
6602214|23400|5
6602915|49000|5
6602957|25700|5
6603010|127000|6
6603275|87800|8
6603387|288600|9
6603684|21700|5
6603887|18020|5
6603927|5800|4
6603969|1930|6
6604044|162600|7
6604301|7200|6
6604809|16800|6
6604865|117420|8
6605066|8400|2
6605152|30000|3
6605507|98700|6
6605578|32300|4
6605784|16400|4
6605909|30900|5
6605993|137000|9
6606033|4570|5
6606260|96860|9
6606375|28000|4
6606385|329000|6
6606658|146140|9
6606676|35600|3
6607310|31000|3
6607367|135000|9
6607431|21460|3
6607439|20000|5
6607541|114050|9
6607622|75100|9
6607947|37000|3
6608220|8000|5
6608264|81400|5
6608310|39300|1
6608531|57600|5
6608537|139000|5
6608541|25000|8
6608933|30000|5
6608941|247000|6
6609310|133000|4
6609664|47000|4
6609684|8000|3
6609820|87000|7
6609943|47000|2
6609971|45300|6
6610045|82660|9
6610260|41600|7
6610264|24000|7
6610292|56700|7
6610527|30400|5
6610645|9440|5
6610822|94200|5
6611274|65000|8
6611296|26660|7
6611513|61980|6
6611519|40600|4
6611643|36900|9
6611687|60070|3
6611756|195150|7
6611840|206000|7
6611844|97000|8
6611892|42370|5
6611920|117000|6
6612055|50800|2
6612115|80000|8
6612340|76000|3
6612719|50500|4
6612721|94620|8
6612762|14930|3
6612770|15900|3
6612866|77000|6
6612922|30000|5
6612968|90000|2
6613127|45800|8
6613444|69300|6
6613691|51600|7
6613755|48600|5
6613846|65180|7
6613996|65000|7
6614049|78000|5
6614141|1300|4
6614290|28000|5
6614416|97500|6
6614456|7200|5
6614591|5100|5
6614886|47260|6
6615024|131480|8
6615277|77400|6
6615324|33200|5
6615460|423500|5
6615490|40500|5
6615832|66000|8
6615908|7700|2
6616195|75200|7
6616420|60000|3
6616462|39300|7
6616558|114000|7
6616625|115000|6
6616729|64700|5
6616741|115000|3
6617006|7000|6
6617026|5700|3
6617137|102000|2
6617494|14300|7
6617874|29800|5
6618048|40500|9
6618175|75000|7
6618185|64200|5
6618189|163000|8
6618365|94000|5
6618394|85500|5
6618775|135260|7
6618843|24400|5
6618845|81000|7
6618970|100100|7
6619431|52200|7
6619469|35100|7
3362307|87500|7
3362439|67140|8
3362443|57460|7
3362620|86200|9
3362887|30300|3
3362991|153850|6
3363076|15000|7
3363244|115000|9
3363435|103000|4
3363612|70000|7
3363792|15690|5
3363826|32000|4
3364015|41000|5
3364096|20000|5
3364427|29000|6
3364626|52000|4
3364708|6700|4
3364784|52800|9
3364814|30400|4
3364995|106500|7
3365091|150000|6
3365272|125000|9
3365451|67000|8
3365959|65050|6
3366011|272500|8
3366083|13200|6
3366144|14000|4
3366300|48000|5
3366350|47000|9
3366368|86250|5
3366390|64000|7
3366437|71000|6
3366495|68000|6
3366645|23900|1
3366716|76650|5
3366794|41000|4
3366846|21460|6
3366925|10000|4
3367153|35000|2
3367439|6500|4
3367519|50000|6
3367595|52910|8
3367941|14900|6
3368145|77200|3
3368398|25880|6
3368625|33100|4
3368776|96900|9
3368999|36000|5
3369105|4000|5
3369669|9260|6
3369776|9100|5
3369796|61000|5
3369974|123400|7
3370025|69200|3
3370348|95000|8
3370655|57000|6
3371089|130000|6
3371197|8000|6
3371810|28000|9
3371988|92580|5
3372105|45200|2
3372235|44600|5
3372386|31900|5
3372474|104500|6
3372545|45000|4
3372830|18000|2
3373087|80000|5
3373117|95700|6
3373366|6000|7
3373382|134100|9
3373699|10800|3
3373868|94000|7
3373994|68300|7
3374020|11500|2
3374398|33000|2
3374582|72800|9
3375426|153690|8
3375438|25900|5
3375785|107000|5
3375922|19440|3
3375970|9460|6
3376247|40000|5
3376289|7500|4
3376319|90000|8
3376807|97980|8
3376885|76800|5
3377150|26000|1
3377544|67800|8
3377572|328000|5
3377691|15410|6
3378054|14000|5
3378668|25620|7
3378984|49900|8
3379094|99600|6
3379281|25890|5
3379289|17000|8
3379590|13300|6
3379680|17350|5
3379931|9500|3
3379996|86000|7
3380237|62000|7
3380437|12590|3
3380761|138750|9
3380767|7800|5
3381036|3700|5
3381600|170000|9
3381612|72000|8
3381765|61000|6
3382003|29100|4
3382208|19500|1
3382293|70000|9
3382437|68700|5
3382614|13100|4
3382620|179000|9
3382825|42000|8
3382861|31000|3
3382867|123000|8
3383210|53600|5
3383252|77500|5
3383409|114300|6
3383421|68000|7
3383539|1300|4
3383592|25404|8
3383835|7400|2
3383991|18500|4
3384365|16200|5
3384423|6200|2
3384501|51400|6
3384547|20000|2
3384580|128000|9
3384967|17400|6
3385345|21600|6
3385367|82100|6
3385391|29000|6
3385413|41500|5
3385457|49000|7
3385640|6900|3
3385746|66500|6
3386274|164500|9
3386356|42000|6
3386423|27510|9
3386866|46000|4
3386945|6300|5
3387079|20000|6
3387160|38800|4
3387475|98000|6
3387487|130000|3
3387525|18100|2
3387830|58000|8
3387935|11600|3
3388049|108000|9
3388133|37600|6
3388607|101000|7
3388625|48000|6
3388768|200000|8
3388830|100000|5
3388902|96600|6
3389220|19800|6
3389264|17000|3
3389286|37000|5
3389358|266010|4
3389784|87290|5
3389786|20000|1
3389804|90650|7
3390788|30000|2
3390918|67200|5
3391009|39900|6
3391205|16600|4
3391229|23500|8
3391312|67000|4
3391318|39000|6
3391350|46300|5
3391378|22700|6
3391400|70000|3
3391470|16600|5
3391683|25000|5
3391998|64600|3
3392063|29214|6
3392217|55000|3
3392486|22700|9
3392856|128000|9
3393171|149800|8
3393267|8200|3
3393543|179500|8
3393623|5200|3
3393639|100000|8
3393741|104000|9
3393751|75060|6
3393791|14200|2
3393924|94000|3
3394424|32400|9
3394759|12000|9
3394799|75530|6
3395187|19300|4
3395199|140104|6
3395247|59000|6
3395325|38400|6
3395787|40900|9
3395926|15800|4
3396448|91600|5
3396689|21200|4
3396783|8700|7
3396888|7200|4
3396904|3380|4
3397181|12600|3
3397353|85000|4
3397584|11000|2
3397598|161000|8
3397727|135000|8
3397729|32900|6
3397761|55000|8
3398185|45750|5
3398257|28000|6
3398343|38690|6
3398391|119900|7
3398582|29400|5
3399058|62700|8
3399164|158000|6
3399432|102000|5
3399448|64000|6
3399538|17000|4
3399905|80000|8
3400092|8990|5
3400235|13020|4
3400540|75000|4
3400606|138000|6
3400608|64000|9
3400670|40490|6
3400727|39900|5
3400787|84400|7
3400982|52000|4
3401130|75320|6
3401235|7800|8
3401313|16700|9
3401351|14000|3
3401419|24880|6
3401540|41120|9
3401670|39000|4
3401710|10000|1
3401737|97600|7
3402012|109040|8
3402166|100400|6
3402520|9000|2
3402662|28400|3
3402684|70200|6
3402803|65000|9
3402887|23840|7
3403305|18000|4
3403391|11300|5
3403668|35010|7
3403686|326800|9
3403973|120200|3
3404122|85390|6
3404178|27500|7
3404339|64000|4
3404347|89100|5
3404680|12000|4
3404883|50000|8
3405070|16400|3
3405162|41000|9
3405648|1300|3
3405654|59500|5
3405965|40350|4
3406917|82600|8
3406923|57600|6
3407457|29200|6
3407585|64300|6
3407599|58000|5
3407788|98000|4
3407876|46300|5
3407900|67000|6
3407998|17500|7
3408139|38000|4
3408165|156600|8
3408263|600|4
3408396|95400|6
3408753|76100|6
3408902|59800|9
3408988|25900|6
3409185|48890|6
3409371|76590|8
3409377|9000|3
3409660|61800|7
3409763|156000|6
3410128|90000|9
3410293|58000|5
3410417|28500|7
3410436|110000|5
3410672|77700|4
3411132|81500|4
3411795|96000|8
3412329|288100|9
3412371|3300|3
3412401|119200|8
3412405|117800|9
3412518|102000|9
3412700|88560|7
3412983|44200|6
3413160|88800|5
3413232|50430|4
3413773|25000|5
3414363|9900|6
3414447|44900|8
3414485|39000|6
3414538|61050|8
3414817|60000|3
3414853|124500|9
3414939|12000|4
3414991|67600|6
3415238|23600|5
3415592|50300|3
3415887|24600|4
3415921|46120|5
3415927|71000|8
3415987|85000|9
3416146|139700|7
3416158|45000|5
3416220|15400|2
3416760|21330|5
3416792|23000|5
3416808|62000|4
3417035|178300|9
3417140|29000|6
3417535|56000|8
3417636|69370|6
3417826|396000|6
3417915|28550|9
3417923|35700|5
3417987|48000|9
3418055|97100|7
3418150|37000|3
3418270|31100|3
3418346|146780|6
3418389|99000|6
3418626|7800|5
3418692|82000|7
3418762|27900|5
3418846|37500|4
3419105|20000|5
3419115|11800|4
3419146|32610|7
3419766|17800|6
3420035|45300|6
3420228|100000|3
3420535|44500|5
3420575|7500|3
3420780|104000|8
3421053|49500|5
3421262|24210|3
3421318|17100|5
3421469|70000|3
3421840|82000|5
3421987|50000|6
3422226|54500|4
3422848|66000|6
3422874|193300|8
3422974|352000|8
3423153|49200|3
3423173|51180|7
3423312|109400|4
3423440|11370|6
3423474|50600|2
3423567|28000|7
3423802|42550|5
3424139|31600|6
3424191|16000|5
3424416|50500|4
3424430|54000|3
3424478|9500|4
3424729|324500|9
3424968|69800|6
3424998|40000|6
3425298|115500|5
3425818|19800|4
3425850|400800|8
3425932|30000|5
3425964|588300|4
3426091|93500|6
3426161|99300|7
3426239|17200|5
3426404|84800|4
3426554|25000|5
3426601|75000|6
3426916|70000|7
3427203|125000|6
3427362|112000|7
3427402|12000|2
3427434|47500|9
3427446|68500|7
3427462|25000|3
3427524|21300|7
3427576|71730|4
3427585|34000|6
3428420|33500|3
3428498|96000|7
3428518|26100|2
3428520|13800|6
3428711|45500|3
3428787|31400|7
3428827|51170|5
3430490|24000|4
3430538|102650|5
3430777|90800|7
3430996|106010|5
3431261|13470|6
3431329|49400|9
6619599|54290|8
6619605|21300|5
6620232|68150|5
6620250|110000|8
6620276|21000|5
6620280|484000|8
6620284|10400|6
6620649|154000|8
6620937|23790|5
6620975|63000|6
6621206|92000|5
6621681|51600|8
6621800|20000|4
6621922|200000|7
6622057|35000|5
6622195|87900|7
6622332|53000|7
6622547|98900|6
6622734|41000|4
6622974|12800|3
6623007|60300|8
6623336|5600|2
6623404|69600|6
6623529|107590|6
6623539|48670|2
6623643|79000|9
6624424|72000|8
6624539|98000|8
6624838|72000|2
6625358|276600|7
6625382|416000|5
6625510|268400|5
6625611|93280|9
6625623|58000|7
6625747|54220|9
6625757|13400|4
6625785|30890|4
6625822|48800|6
6625852|70900|9
6626227|128740|8
6626247|64060|4
6626336|62200|7
6626408|9000|5
6626452|3000|2
6626504|8500|3
6626522|25000|6
6626548|66200|4
6626609|4|3
6626681|6400|8
6627137|99000|5
6627239|91400|6
6627265|50890|7
6627430|52000|7
6628267|6420|2
6628388|6220|3
6628456|6500|5
6628478|19300|6
6628910|96000|4
6629052|58000|1
6629092|83000|7
6629277|14400|4
6629414|47000|3
6629602|57000|6
6629665|56000|5
6629705|150630|5
6629857|58840|6
6629873|86000|9
6629992|15500|4
6630096|29000|6
6630339|432400|9
6630506|29000|4
6630681|7700|1
6630733|128300|7
6630783|68500|8
6630938|84000|9
6631257|90500|9
6631536|19900|9
6631560|45620|6
6631626|110900|7
6631887|63000|3
6632030|11000|5
6632102|170000|4
6632134|18500|8
6632197|123000|5
6632203|117000|6
6632632|70150|6
6632682|17200|6
6632982|88750|8
6633225|89840|8
6633367|44770|8
6633897|63840|5
6634212|85000|6
6634234|13600|6
6634257|85800|6
6634536|55000|5
6634558|161700|3
6634612|81690|8
6634654|21000|7
6634664|4500|6
6634732|35000|4
6635052|210100|6
6635148|56000|5
6635176|105000|6
6635389|35000|7
6635520|16900|6
6635562|107500|9
6635698|322000|9
6636156|70000|4
6636371|32000|6
6636544|32300|5
6636564|149000|5
6636598|95000|9
6636794|43000|2
6636873|43100|6
6636911|195100|7
6637086|131450|8
6638013|288300|8
6638075|79200|4
6638126|25700|7
6638246|58900|7
6638266|10480|3
6638407|7200|3
6638547|6800|2
6638632|32500|6
6638923|11000|6
6638999|131700|6
6639063|270000|9
6639099|66000|4
6639443|113900|7
6639543|97900|7
6639559|11300|4
6639858|70000|6
6640053|59700|7
6640196|10360|5
6640216|88000|3
6640254|341620|8
6640485|32300|5
6640581|11700|7
6640631|165710|9
6640786|2500|3
6640945|92530|7
6641384|27170|5
6641441|32000|4
6641730|83940|6
6642133|68000|7
6642374|63490|8
6642428|75300|8
6642531|82290|5
6642567|910000|9
6642834|42520|5
6642908|20000|2
6642993|75100|9
6643025|43500|5
6643306|33800|6
6643420|28000|2
6643766|15300|3
6643942|12900|4
6644151|57600|9
6644426|30200|5
6644468|16200|5
6644667|39800|6
6644854|23000|4
6644952|90000|4
6645001|11400|2
6645035|40200|5
6645091|90000|3
6645262|12000|4
6645502|45300|5
6645745|20800|5
6645749|84710|4
6645824|82000|6
6645856|33000|4
6645968|240300|8
6646031|13000|6
6646121|59300|9
6646161|22490|6
6646225|100000|7
6646456|193500|6
6646741|10610|2
6646779|35700|9
6646874|160734|5
6647346|23000|4
6647663|28300|6
6647737|45100|6
6647824|63500|5
6647826|22000|7
6647830|89500|7
6647860|23000|5
6647862|38100|4
6647866|32200|6
6648585|38400|3
6648755|7000|5
6648827|59000|4
6649189|130000|7
6649488|42000|5
6649934|34000|4
6650096|28000|8
6650629|37000|4
6650795|32700|5
6650888|62000|5
6650934|24000|4
6650986|21000|5
6651506|19300|4
6651634|38000|6
6651795|36000|3
6652241|57900|8
6652307|87800|6
6652331|59000|4
6652452|47200|3
6652498|50000|7
6652668|57010|2
6652695|104300|6
6652751|33120|6
6652994|20200|2
6653040|45500|5
6653074|158000|8
6653225|47000|6
6653458|38000|5
6653568|19000|4
6653807|29650|4
6653821|90100|8
6653829|78000|6
6653893|49000|7
6654331|93000|6
6654464|55600|6
6654907|39000|6
6654935|53900|5
6655413|20020|4
6655582|165000|6
6655638|7800|3
6655660|49000|3
6655726|45000|5
6655823|88100|5
6655981|33300|5
6656028|72490|5
6656102|104000|7
6656174|12200|5
6656194|113300|6
6656212|353000|6
6656232|115710|5
6656341|108300|8
6656403|62500|8
6656536|143750|5
6656740|102000|9
6656975|104700|6
6657136|56500|7
6657150|5700|5
6657164|176100|7
6657226|7540|3
6657238|37000|8
6657405|154000|8
6657475|138000|9
6657570|6900|4
6657704|43000|6
6657949|102700|7
6658060|38120|7
6658379|30500|5
6658415|18330|3
6658439|61300|9
6658447|27300|3
6658584|2700|5
6658648|91400|6
6658817|11200|3
6658821|45200|5
6659019|51800|6
6659341|68000|5
6659650|400|2
6659710|62000|6
6659845|38800|5
6660112|7500|4
6660182|89000|4
6660264|58900|7
6660425|124000|7
6660788|55350|8
6661300|19000|9
6661451|44700|9
6661535|145000|8
6661826|108300|7
6661870|325500|9
6661937|12390|9
6661989|39300|5
6662135|43300|6
6662459|105600|4
6662483|32000|7
6662764|195360|9
6663330|25000|6
6663398|13300|4
6663453|73930|2
6663539|34000|3
6663718|70000|1
6663973|20000|5
6664093|9600|1
6664183|243000|7
6664232|15900|3
6664565|366000|9
6664784|41200|8
6664820|7060|6
6664882|42400|6
6665501|27000|4
6665587|88400|6
6665728|103750|5
6665744|71000|5
6665762|26800|5
6665792|78590|3
6665866|46000|6
6666081|18000|3
6666219|18100|6
6666346|59200|6
6666426|62980|7
6666454|77200|7
6666703|24000|5
6667087|110000|7
6667091|52000|5
6667280|95000|4
6667794|21400|4
6667820|22900|3
6667882|102000|4
6668004|10600|6
6668055|70000|7
6669245|64400|8
6669514|29300|4
6669805|90000|7
6670052|142000|4
6670344|89000|8
6670356|33200|6
6670510|42300|9
6670763|42200|7
6670825|68100|5
6670862|32700|8
6671092|16000|6
6671100|14060|6
6671107|74000|6
6671341|49040|3
6671394|121880|7
6671450|65100|9
6671474|75300|7
6671484|42520|5
6671829|31200|5
6671994|9800|5
6672231|113200|6
6672261|57100|9
6672323|40000|8
6672624|13600|4
6672976|34620|4
6673122|15870|3
6673474|64000|5
6673550|62500|8
6673693|110000|8
6674056|17680|4
6674106|52000|4
6674120|77800|6
6674225|50000|9
6674233|22600|2
6674291|20000|7
6674456|19000|6
6674494|149700|6
6674584|114270|7
6674725|169000|7
6674781|106200|7
6674823|86000|9
6674881|17000|5
6675024|352800|9
6675054|54900|8
6675614|61000|6
6675955|72300|2
6676204|7700|2
6676399|41900|4
6676405|13300|4
6676688|42130|7
6677076|41650|8
